Data,Conteúdo,Título do vídeo,Horário de publicação do vídeo,Duração,Visualizações intencionais
2024-12-25,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2024-12-26,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2024-12-27,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2024-12-28,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2024-12-29,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2024-12-30,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2024-12-31,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-01,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-02,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-03,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-04,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-05,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-06,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-07,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-08,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-09,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-10,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-11,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,1
2025-01-12,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-13,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-14,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-15,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-16,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-17,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-18,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-19,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-20,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-21,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-22,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-23,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-24,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-25,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-26,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,1
2025-01-27,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-28,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-29,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-30,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-01-31,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-01,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-02,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-03,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-04,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-05,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-06,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-07,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-08,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-09,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-10,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-11,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-12,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-13,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,1
2025-02-14,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-15,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-16,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-17,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-18,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-19,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-20,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-21,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-22,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-23,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-24,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-25,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-26,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-27,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-02-28,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-01,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-02,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-03,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-04,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-05,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-06,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-07,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-08,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-09,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-10,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-11,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-12,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-13,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-14,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-15,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-16,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-17,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-18,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-19,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-20,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-21,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-22,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-23,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-24,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-25,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-26,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-27,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-28,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-29,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-30,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-03-31,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-01,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-02,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-03,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-04,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-05,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-06,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-07,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-08,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-09,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-10,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-11,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-12,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-13,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-14,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-15,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-16,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-17,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-18,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-19,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-20,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-21,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-22,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-23,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-24,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-25,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-26,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-27,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-28,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-29,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-04-30,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-01,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-02,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-03,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-04,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-05,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-06,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-07,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-08,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-09,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-10,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-11,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-12,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-13,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,1
2025-05-14,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-15,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-16,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-17,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-18,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-19,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-20,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-21,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-22,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-23,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-24,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-25,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-26,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,1
2025-05-27,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-28,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-29,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-30,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-05-31,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-01,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-02,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-03,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-04,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-05,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-06,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-07,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-08,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-09,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-10,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-11,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-12,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-13,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-14,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-15,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-16,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-17,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-18,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-19,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-20,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-21,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-22,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-23,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-24,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-25,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,1
2025-06-26,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-27,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-28,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-29,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-06-30,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-01,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-02,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-03,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-04,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-05,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-06,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-07,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-08,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-09,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,3
2025-07-10,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-11,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-12,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-13,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-14,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-15,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-16,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-17,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-18,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-19,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
2025-07-20,VZKUW1_M8mU,Piores momentos do futebol. #futebol #futebolmelhoresmomentos #shorts,"Dec 4, 2024",35,0
